name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand
TOYOTA INNOVA 2.5 G4 DIESEL 8-SEATER,2007,250000,80000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TOYOTA
MARUTI ALTO 800 VXI,2017,150000,50000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MAHINDRA SCORPIO 1.99 S10,2016,610000,15000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
MAHINDRA KUV 100 G80 K2,2018,450000,5000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
HYUNDAI I20 1.4 ASTA OPTION,2017,744000,106000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
CHEVROLET SPARK 1.0,2008,120000,100000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,CHEVROLET
RENAULT KWID RXL,2016,220000,60000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,RENAULT
MARUTI ERTIGA ZDI,2012,480000,120000,DIESEL,INDIVIDUAL,MANUAL,FOURTH & ABOVE OWNER,MARUTI
MARUTI CELERIO ZXI OPTIONAL AMT BSIV,2017,370000,82000,PETROL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,MARUTI
FIAT PALIO D 1.9 EL PS,2003,55000,35000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,FIAT
HYUNDAI EON MAGNA PLUS,2013,125000,205000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI VERNA 1.6 CRDI,2011,260000,125000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,HYUNDAI
FIAT LINEA CLASSIC 1.3 MULTIJET,2015,350000,130000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,FIAT
MARUTI ALTO 800 CNG LXI,2012,170000,97000,CNG,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
HYUNDAI GRAND I10 SPORTZ,2015,350000,90000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
MARUTI SWIFT DZIRE VXI,2009,250000,60000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,MARUTI
TATA INDIGO CR4,2013,170000,60000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MAHINDRA SCORPIO S11 BSIV,2018,1300000,35000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
HYUNDAI GRAND I10 1.2 KAPPA SPORTZ BSIV,2019,550000,25000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HONDA BRIO 1.2 S MT,2017,400000,15000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HONDA
TATA NANO LX,2011,120000,20000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
FORD FIGO PETROL TITANIUM,2010,275000,70000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,FORD
TATA ZEST REVOTRON 1.2T XE,2016,285000,90000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
HYUNDAI CRETA 1.4 CRDI BASE,2016,900000,80000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MERCEDES-BENZ M-CLASS ML 350 CDI,2014,2500000,79500,DIESEL,INDIVIDUAL,AUTOMATIC,SECOND OWNER,MERCEDES-BENZ
HYUNDAI VERNA 1.6 SX CRDI (O),2013,620000,70000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
TOYOTA INNOVA CRYSTA 2.4 GX MT 8S BSIV,2018,1700000,5000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TOYOTA
FORD FIGO ASPIRE 1.2 TI-VCT TITANIUM PLUS,2018,650000,15000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,FORD
MARUTI ERTIGA VXI,2014,500000,35000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
TATA NEW SAFARI DICOR 2.2 EX 4X4,2009,250000,120000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
MAHINDRA MARAZZO M4,2018,950000,15000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
TOYOTA ETIOS CROSS 1.2L G,2015,320000,60000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TOYOTA
RENAULT DUSTER 110PS DIESEL RXZ,2013,450000,120000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
MAHINDRA KUV 100 MFALCON D75 K8 AW,2016,350000,90000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
MARUTI SWIFT DZIRE VXI,2015,400000,90000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI I20 ASTA 1.4 CRDI (DIESEL),2009,250000,72000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
TOYOTA INNOVA 2.0 GX 8 STR BSIV,2011,550000,197000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,TOYOTA
MARUTI ZEN LXI,1999,85000,70000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
HYUNDAI SANTRO LP ZIPPLUS,2001,52000,50000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,HYUNDAI
TATA HEXA XTA,2017,1200000,50000,DIESEL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,TATA
HYUNDAI VERNA 1.6 SX VTVT AT,2011,450000,60000,PETROL,INDIVIDUAL,AUTOMATIC,THIRD OWNER,HYUNDAI
MARUTI SWIFT DZIRE VXI 1.2 BS IV,2018,615000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI SX4 ZDI LEATHER,2012,400000,60000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
TATA NANO LX,2013,60000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MARUTI IGNIS 1.2 ALPHA BSIV,2017,500000,9161,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HONDA MOBILIO V I VTEC,2015,600000,45000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HONDA
HYUNDAI GETZ 1.3 GVS,2010,110000,110000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI SANTRO XING GL PLUS,2013,175000,80000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
FORD FIESTA TITANIUM 1.5 TDCI,2011,325000,100000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,FORD
MARUTI SWIFT DZIRE LDI,2017,425000,90000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI ACCENT GLE CNG,2009,160000,70000,CNG,INDIVIDUAL,MANUAL,THIRD OWNER,HYUNDAI
MARUTI ZEN ESTILO LXI BSIII,2007,100000,80000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,MARUTI
MARUTI SWIFT DZIRE LDI,2014,390000,110000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
HYUNDAI I20 1.2 SPOTZ,2017,400000,50000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
TATA TIGOR 1.2 REVOTRON XM,2018,509999,5000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
HYUNDAI I10 MAGNA 1.1,2008,150000,90000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,HYUNDAI
HYUNDAI SANTRO XING GLS,2009,110000,120000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
NISSAN SUNNY DIESEL XV,2013,450000,80000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,NISSAN
HYUNDAI I20 1.2 SPOTZ,2017,400000,38000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
HYUNDAI SANTRO XING GLS,2009,140000,120000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
TATA INDIGO CR4,2011,130000,90000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MARUTI ALTO 800 LXI,2017,160000,50000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI ALTO 800 LXI,2016,150000,60000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MAHINDRA XUV500 W8 2WD,2013,500000,100000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
TATA NANO STD,2011,40000,19000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
CHEVROLET TAVERA LT L1 7 SEATS BSIII,2006,140000,200000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,CHEVROLET
MAHINDRA VERITO 1.5 D2 BSIV,2015,227000,70000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
MARUTI SWIFT VDI,2011,285000,50000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI ALTO LX,2012,155000,19077,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
HYUNDAI EON D LITE,2016,210000,30000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MARUTI ALTO LXI,2009,140000,80000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
TOYOTA INNOVA 2.5 GX (DIESEL) 7 SEATER,2015,940000,128000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TOYOTA
NISSAN TERRANO XV PREMIUM 110 PS,2013,750000,80000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,NISSAN
MARUTI BALENO ALPHA 1.3,2016,610000,100000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
NISSAN SUNNY XV D PREMIUM LEATHER,2015,450000,50000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,NISSAN
TOYOTA ETIOS LIVA GD,2012,409999,56000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TOYOTA
HYUNDAI EON 1.0 ERA PLUS,2018,100000,21302,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
RENAULT KWID 1.0 RXT OPTIONAL,2018,300000,10500,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
MAHINDRA BOLERO 2011-2019 SLX,2013,400000,107000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
HYUNDAI I10 SPORTZ 1.2,2010,210000,60000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
HYUNDAI SANTRO XING XG ERLX EURO III,2006,90000,120000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
MARUTI WAGON R LXI BS IV,2010,222000,70000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI ALTO 800 LXI,2015,240000,50000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
TOYOTA ETIOS LIVA GD,2013,450000,70000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TOYOTA
VOLKSWAGEN JETTA 2.0L TDI HIGHLINE AT,2012,735000,55300,DIESEL,DEALER,AUTOMATIC,FIRST OWNER,VOLKSWAGEN
TATA INDICA VISTA QUADRAJET 90 VX,2012,285000,74300,DIESEL,DEALER,MANUAL,FIRST OWNER,TATA
HONDA CITY VX MT,2010,350000,48781,PETROL,DEALER,MANUAL,FIRST OWNER,HONDA
VOLKSWAGEN JETTA 1.9 HIGHLINE TDI,2010,290000,87620,DIESEL,DEALER,AUTOMATIC,FIRST OWNER,VOLKSWAGEN
VOLKSWAGEN VENTO 1.5 TDI HIGHLINE PLUS AT,2017,890000,40219,DIESEL,DEALER,AUTOMATIC,FIRST OWNER,VOLKSWAGEN
HONDA JAZZ VX,2011,385000,11473,PETROL,DEALER,MANUAL,FIRST OWNER,HONDA
MARUTI EECO 5 SEATER AC BSIV,2017,425000,8352,PETROL,DEALER,MANUAL,FIRST OWNER,MARUTI
MARUTI WAGON R VXI AMT1.2BSIV,2017,525000,9745,PETROL,DEALER,AUTOMATIC,FIRST OWNER,MARUTI
HYUNDAI GRAND I10 ASTA,2017,550000,9748,PETROL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
VOLKSWAGEN POLO 1.0 MPI TRENDLINE,2012,271000,49000,PETROL,DEALER,MANUAL,FIRST OWNER,VOLKSWAGEN
HYUNDAI CRETA 1.6 CRDI SX OPTION,2018,1490000,20694,DIESEL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI GRAND I10 ASTA OPTION,2015,490000,31080,PETROL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI EON ERA PLUS,2014,260000,37605,PETROL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI XCENT 1.1 CRDI SX OPTION,2014,455000,55850,DIESEL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
TATA NANO LX BSIV,2010,75000,58850,PETROL,DEALER,MANUAL,FIRST OWNER,TATA
TOYOTA ETIOS CROSS 1.2L G,2015,421000,23839,PETROL,DEALER,MANUAL,FIRST OWNER,TOYOTA
MARUTI SWIFT DDIS LDI,2016,550000,54000,DIESEL,DEALER,MANUAL,FIRST OWNER,MARUTI
HYUNDAI I10 SPORTZ 1.2 AT,2013,330000,38000,PETROL,DEALER,AUTOMATIC,FIRST OWNER,HYUNDAI
VOLKSWAGEN VENTO 1.5 TDI COMFORTLINE,2012,390000,45454,DIESEL,DEALER,MANUAL,FIRST OWNER,VOLKSWAGEN
SKODA RAPID 1.5 TDI AT AMBITION,2015,599000,46957,DIESEL,DEALER,AUTOMATIC,FIRST OWNER,SKODA
HYUNDAI GETZ GLE,2007,110000,60000,PETROL,INDIVIDUAL,MANUAL,FOURTH & ABOVE OWNER,HYUNDAI
RENAULT KWID RXT OPTIONAL,2016,250000,25000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
MAHINDRA SCORPIO M2DI,2012,600000,110000,DIESEL,INDIVIDUAL,MANUAL,FOURTH & ABOVE OWNER,MAHINDRA
FORD ENDEAVOUR XLT TDCI 4X2,2008,280000,190000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,FORD
AUDI Q3 35 TDI QUATTRO TECHNOLOGY,2018,2700000,25000,DIESEL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,AUDI
MAHINDRA RENAULT LOGAN 1.4 GLX PETROL,2008,80000,90000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
MARUTI ALTO K10 VXI,2019,350000,5000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI SWIFT VDI BSIV,2015,475000,60000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
AUDI A5 SPORTBACK,2020,4700000,1500,DIESEL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,AUDI
MARUTI SWIFT DZIRE VDI,2018,500000,50000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
CHEVROLET SAIL HATCHBACK 1.3 TCDI LT ABS,2014,250000,120000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,CHEVROLET
HYUNDAI ACCENT CRDI,2005,100000,120000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
MARUTI ALTO K10 VXI AIRBAG,2019,350000,5000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
BMW 7 SERIES SIGNATURE 730LD,2014,4000000,47000,DIESEL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,BMW
TOYOTA CAMRY 2.5 HYBRID,2017,1900000,20000,PETROL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,TOYOTA
HYUNDAI SANTRO XING XG,2005,95000,120000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
HYUNDAI GRAND I10 CRDI SPORTZ,2015,409999,58000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MAHINDRA XUV500 W5 BSIV,2018,1050000,35000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
MARUTI ALTO K10 VXI,2017,320000,30000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MAHINDRA XUV300 W8 OPTION DIESEL BSIV,2019,1000000,10000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
TOYOTA INNOVA CRYSTA 2.4 VX MT BSIV,2017,1770000,25000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TOYOTA
MAHINDRA THAR CRDE,2018,950000,20000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
MARUTI SWIFT DZIRE ZDI,2018,750000,50000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI EON MAGNA PLUS,2014,220000,42000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
TATA HEXA XM,2017,1000000,50000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
HONDA MOBILIO E I DTEC,2017,660000,116000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HONDA
MARUTI ERTIGA ZDI,2015,716000,100000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI CIAZ ZXI PLUS,2015,675000,66000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MAHINDRA SCORPIO LX,2010,385000,110000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,MAHINDRA
FIAT GRANDE PUNTO EVO 1.3 DYNAMIC,2014,325000,70000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,FIAT
HYUNDAI CRETA 1.6 CRDI SX OPTION,2015,950000,60000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
FORD ENDEAVOUR HURRICANE LIMITED EDITION,2007,400000,110000,DIESEL,INDIVIDUAL,AUTOMATIC,FOURTH & ABOVE OWNER,FORD
TATA INDICA VISTA TDI LS,2014,250000,25000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
LAND ROVER DISCOVERY S 2.0 SD4,2018,4000000,68000,PETROL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,LAND
MARUTI ALTO 800 LXI,2014,210000,20000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI I10 ERA 1.1 ITECH SE,2011,147000,110000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
MARUTI VITARA BREZZA VDI OPTION,2018,725000,26350,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MAHINDRA SCORPIO SLE BSIV,2012,550000,90000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
HYUNDAI I20 SPORTZ OPTION 1.2,2016,475000,25000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI SANTRO XING GLS,2014,250000,50000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
TATA INDICA LSI,2006,70000,60000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
HYUNDAI EON ERA PLUS,2012,160000,70000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,HYUNDAI
FORD ENDEAVOUR 3.0L 4X4 AT,2011,1000000,90000,DIESEL,INDIVIDUAL,AUTOMATIC,SECOND OWNER,FORD
HYUNDAI SANTRO LE ZIPPLUS,2001,68000,70000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI GRAND I10 1.2 KAPPA ASTA,2017,500000,26500,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI CRETA 1.4 EX DIESEL,2020,1050000,10000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI VERNA CRDI 1.6 SX,2017,900000,50000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MARUTI ALTO LX,2007,100000,52000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
HYUNDAI I20 ASTA 1.4 CRDI,2013,300000,90000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
TATA INDIGO LX,2011,140000,60000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
FORD FIGO ASPIRE 1.2 TI-VCT TREND,2018,550000,35000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,FORD
MAHINDRA XUV500 W8 4WD,2012,650000,71042,DIESEL,DEALER,MANUAL,FIRST OWNER,MAHINDRA
MITSUBISHI PAJERO SPORT 4X4,2012,1025000,167870,DIESEL,DEALER,MANUAL,SECOND OWNER,MITSUBISHI
FORD FIESTA 1.5 TDCI TITANIUM,2011,195000,133564,DIESEL,DEALER,MANUAL,FIRST OWNER,FORD
BMW 3 SERIES 320D SPORT,2013,1490000,40000,DIESEL,DEALER,AUTOMATIC,FIRST OWNER,BMW
HONDA CITY I-VTEC CVT ZX,2018,1140000,23038,PETROL,TRUSTMARK DEALER,AUTOMATIC,FIRST OWNER,HONDA
CHEVROLET BEAT DIESEL LS,2011,95000,70000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,CHEVROLET
BMW 3 SERIES GT LUXURY LINE,2017,3050000,30000,DIESEL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,BMW
MARUTI BALENO DELTA 1.2,2017,585000,43608,PETROL,TRUSTMARK DEALER,MANUAL,FIRST OWNER,MARUTI
MARUTI BALENO ALPHA CVT,2018,825000,11212,PETROL,TRUSTMARK DEALER,AUTOMATIC,FIRST OWNER,MARUTI
HYUNDAI I20 1.4 MAGNA EXECUTIVE,2013,280000,52000,DIESEL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
MARUTI BALENO ZETA,2016,725000,49217,PETROL,TRUSTMARK DEALER,MANUAL,FIRST OWNER,MARUTI
MAHINDRA VERITO 1.5 D4 BSIV,2015,300000,90000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
HYUNDAI XCENT 1.2 KAPPA S,2015,375000,70000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HONDA CITY VTEC,2003,310000,90000,PETROL,INDIVIDUAL,MANUAL,FOURTH & ABOVE OWNER,HONDA
MARUTI SWIFT DZIRE VDI,2011,375000,190000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,MARUTI
FORD ENDEAVOUR 3.2 TITANIUM AT 4X4,2016,1950000,106000,DIESEL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,FORD
TATA XENON XT EX 4X2,2012,400000,80000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
NISSAN TERRANO XL PLUS 85 PS,2014,550000,80000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,NISSAN
MARUTI EECO 7 SEATER STANDARD BSIV,2018,270000,20000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI ERTIGA ZDI,2012,555000,110000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
FORD ECOSPORT 1.5 DV5 MT AMBIENTE,2013,500000,60000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,FORD
SKODA LAURA ELEGANCE 1.9 TDI  AT,2010,400000,130000,DIESEL,INDIVIDUAL,AUTOMATIC,SECOND OWNER,SKODA
HYUNDAI EON 1.0 ERA PLUS,2017,280000,28838,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
TATA INDICA GLS BS IV,2008,80000,200000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
TATA INDICA DLS,2006,55000,100000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MARUTI ALTO 800 LXI AIRBAG,2014,250000,50000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MAHINDRA BOLERO SLX 2WD,2010,250000,190000,DIESEL,INDIVIDUAL,MANUAL,FOURTH & ABOVE OWNER,MAHINDRA
MAHINDRA JEEP MM 540,2007,95000,100000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
MAHINDRA SCORPIO 1.99 S10,2014,725000,135000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
MAHINDRA BOLERO POWER PLUS PLUS AC BSIV PS,2015,320000,50000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,MAHINDRA
SKODA OCTAVIA ELEGANCE 2.0 TDI AT,2014,1200000,135000,DIESEL,INDIVIDUAL,AUTOMATIC,THIRD OWNER,SKODA
CHEVROLET BEAT DIESEL LS,2012,160000,50000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,CHEVROLET
HONDA JAZZ 1.5 VX I DTEC,2018,790000,19571,DIESEL,DEALER,MANUAL,FIRST OWNER,HONDA
HONDA CITY I-VTEC ZX,2018,1200000,29600,PETROL,DEALER,MANUAL,FIRST OWNER,HONDA
MARUTI SWIFT LXI,2011,175000,70000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI VITARA BREZZA ZDI PLUS AMT DUAL TONE,2018,950000,15000,DIESEL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,MARUTI
MARUTI CELERIO LXI MT BSIV,2019,340000,50000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
RENAULT CAPTUR 1.5 DIESEL RXT,2017,825000,13500,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
AUDI A4 30 TFSI TECHNOLOGY,2018,3100000,22000,PETROL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,AUDI
HONDA AMAZE VX DIESEL BSIV,2018,780000,25000,DIESEL,DEALER,MANUAL,FIRST OWNER,HONDA
TOYOTA COROLLA ALTIS 1.8 VL AT,2010,350000,80000,PETROL,INDIVIDUAL,AUTOMATIC,THIRD OWNER,TOYOTA
HONDA AMAZE VX PETROL BSIV,2018,690000,39000,PETROL,DEALER,MANUAL,FIRST OWNER,HONDA
MARUTI ALTO 800 VXI,2016,245000,60000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HONDA AMAZE VX DIESEL BSIV,2018,790000,49000,DIESEL,DEALER,MANUAL,FIRST OWNER,HONDA
HONDA AMAZE VX I-VTEC,2018,680000,48600,PETROL,DEALER,MANUAL,FIRST OWNER,HONDA
HYUNDAI GRAND I10 ASTA OPTION,2017,540000,20000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
MAHINDRA KUV 100 MFALCON G80 K2,2016,425000,25000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
MARUTI ZEN ESTILO SPORTS,2008,140000,120000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI ERTIGA ZDI PLUS,2019,1100000,30000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
RENAULT LODGY 85PS RXL,2015,715000,35000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
AUDI Q3 2.0 TDI QUATTRO PREMIUM PLUS,2015,1750000,127643,DIESEL,DEALER,AUTOMATIC,FIRST OWNER,AUDI
TATA ZEST REVOTRON 1.2T XMS,2018,400000,54000,PETROL,DEALER,MANUAL,SECOND OWNER,TATA
AUDI A6 2.0 TDI  DESIGN EDITION,2014,1750000,102354,DIESEL,DEALER,AUTOMATIC,FIRST OWNER,AUDI
